graduateTerm,reportedPost,reportedIntern,offerType,Offer_Status,totalOnCamputRecruit,totalInformationSession,totalConsutlingSession,jobType
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,0,1,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,2,0,POSTG
SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,8,0,1,POSTG
SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,8,0,1,POSTG
SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,8,0,1,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,21,0,0,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,4,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,7,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,2,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,3,0,POSTG
SPRING,Multiple Job Intentions,Unreported,SEEKING_EDU,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,FALSE,3,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,FALSE,3,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,3,0,1,POSTG
SPRING,Multiple Job Intentions,Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Multiple Job Intentions,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,0,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,3,0,0,POSTG
SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,3,0,0,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,6,0,3,POSTG
SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,1,0,0,POSTG
SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,1,0,0,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,1,0,6,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,2,9,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,3,0,2,POSTG
SUMMER,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,1,0,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,6,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,FALSE,5,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,5,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,8,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,7,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Not Seeking,OTHER,FALSE,0,0,5,INTERN
SPRING,Not Seeking,Not Seeking,OTHER,FALSE,0,0,5,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,2,POSTG
SUMMER,Not Seeking,Unreported,CONTINUE_EDU,FALSE,2,0,4,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,4,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,2,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,4,0,2,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,2,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,7,0,0,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,3,0,1,POSTG
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,8,0,0,INTERN
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,8,0,0,POSTG
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,8,0,0,INTERN
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,8,0,0,INTERN
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),JOB,TRUE,8,0,0,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,3,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Multiple Job Intentions,Unreported,OTHER,FALSE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,1,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,1,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,5,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,5,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,5,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,5,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,5,0,0,INTERN
FALL,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,1,POSTG
FALL,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
FALL,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,2,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,3,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
FALL,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,2,0,2,POSTG
FALL,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,2,INTERN
FALL,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,2,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,0,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,2,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,5,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,5,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,1,POSTG
FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,1,POSTG
SPRING,Not Seeking,Seeking Employment (No Received Offers),INTERN,FALSE,0,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (No Received Offers),CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),OTHER,FALSE,0,0,3,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),OTHER,FALSE,0,0,3,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),OTHER,FALSE,0,0,3,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,3,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
SPRING,Multiple Job Intentions,Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,9,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,9,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,9,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,9,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,3,POSTG
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),OTHER,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,1,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,5,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,7,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,4,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,2,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,6,0,12,INTERN
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,6,0,12,INTERN
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,6,0,12,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,1,0,0,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
FALL,Not Seeking,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,0,1,0,POSTG
SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,0,1,0,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,1,0,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,3,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,7,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,7,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,7,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,7,0,2,INTERN
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
FALL,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,0,0,2,POSTG
FALL,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,5,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,4,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,4,INTERN
SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,13,0,1,INTERN
SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,13,0,1,INTERN
SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,13,0,1,INTERN
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,5,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,5,0,4,INTERN
FALL,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
FALL,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
FALL,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
FALL,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,7,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,7,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,7,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,FALSE,0,2,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,2,1,POSTG
SPRING,Not Seeking,Seeking Employment (No Received Offers),INTERN,FALSE,1,0,0,INTERN
SPRING,Not Seeking,Seeking Employment (No Received Offers),CONTINUE_EDU,FALSE,1,0,0,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,3,POSTG
SPRING,Multiple Job Intentions,Unreported,SEEKING_JOB,FALSE,0,0,3,POSTG
SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,2,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,0,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,3,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
